geographic_area,city,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
TX,Shepherd city,32763,31.5,74.9,75.7,14.2,0.6,1.5,11.3
TX,Sherman city,42923,20.4,84.7,71.6,11.1,1.4,1.7,20.5
TX,Sherwood Shores CDP,31364,8.9,84.4,92.9,0.8,2.5,0,3.3
TX,Shiner city,46739,9.1,81.5,85.5,9.7,0.2,0.4,7.5
TX,Shoreacres city,107639,4.2,95.7,91,1.5,0.7,0.5,17.4
TX,Sienna Plantation CDP,132794,5.1,96.8,65.1,18.1,0.4,11,12.1
TX,Sierra Blanca CDP,45278,28.5,79,83.9,3.3,3.4,1.4,73.1
TX,Siesta Acres CDP,30471,23.5,46.9,95.5,0,0.2,0.1,99.3
TX,Siesta Shores CDP,22428,46.8,36.9,95.4,0.1,1.2,0.1,93.6
TX,Silsbee city,33550,28.4,84.8,65.8,30.3,0.4,0.6,4
TX,Silverton city,36458,15.9,72.3,87,2.2,0.3,0,31.9
TX,Simonton city,65833,5.1,91.8,86.7,7.9,0.5,1.5,8.2
TX,Sinton city,45313,17.3,64.5,87.1,2.4,0.5,0.5,71.6
TX,Skellytown town,54688,7.4,88.1,93.9,0.4,1.5,1.1,5.1
TX,Skidmore CDP,35060,24.7,63.6,83,2.3,0.5,0.3,62.8
TX,Slaton city,39167,15.1,72.1,74.4,6.4,0.5,0.2,50.7
TX,Smiley city,36875,15.4,71.4,66.8,0.2,1.3,0.2,67
TX,Smithville city,39330,12.7,81.1,79.2,12.6,1,0.5,19
TX,Smyer town,47500,18.1,86.1,80,2.5,0.2,0,38
TX,Snook city,50208,8.9,80.1,68.9,23.5,0.4,0.2,12.5
TX,Snyder city,51352,11.7,80.2,79,3.8,0.7,0.5,41.4
TX,Socorro city,30789,33.5,55.5,94.3,0.2,1.6,0.1,96.7
TX,Solis CDP,48429,12.9,71.5,85,0,0.2,0,84
TX,Somerset city,45568,19.9,76.5,79.3,0.6,1.8,0,76.9
TX,Somerville city,40375,19.7,79.7,62.3,25.4,0.9,0.1,26.5
TX,Sonora city,52688,9.7,73.4,88.8,0.4,0.3,0.2,62.7
TX,Sour Lake city,50030,8.1,89.2,92.1,2.3,0.4,0.9,5.1
TX,South Alamo CDP,19375,47.5,29,96,0,0,0,99
TX,South Fork Estates CDP,36583,0,81.5,85.7,0,0,0,97.1
TX,South Houston city,41309,24.7,54.8,65.9,1.5,0.9,0.6,88.1
TX,Southlake city,183125,2.9,98.3,88.3,2.1,0.3,6.2,5.5
TX,South La Paloma CDP,28523,33.1,71.5,87.8,0,0,0,53.3
TX,Southmayd city,48417,16.3,79.3,88.7,1,2.5,0.8,9.5
TX,South Mountain town,58333,11.5,82.1,92.4,0.5,0,0.5,9.6
TX,South Padre Island town,39301,26.4,87.9,93.4,1.1,0.5,1.4,29.4
TX,South Point CDP,44286,29.2,59.6,90.1,0.5,0.7,0.1,97.5
TX,Southside Place city,152292,8.3,99.1,78,2.6,0.4,15.4,8
TX,South Toledo Bend CDP,52500,3.6,96.7,96.8,0.6,0.2,0.6,2.1
TX,Spade CDP,42708,21.8,89.3,75.3,9.6,0,0,34.2
TX,Sparks CDP,20323,49,39,90.2,0.1,0.6,0.1,99.1
TX,Spearman city,43466,15.4,75.7,81.7,0.5,1.3,0.4,48.4
TX,Splendora city,37431,31.5,72,92.6,1.1,0.2,0.7,9.8
TX,Spofford city,33750,41.1,58.6,87.4,1.1,0,0,63.2
TX,Spring CDP,66484,11.2,90.4,63.8,19.5,0.6,3.1,28.4
TX,Spring Gardens CDP,39485,8,84.5,80.1,0.4,0,0.5,96.6
TX,Springlake town,35000,4.5,80.3,83.3,1.9,0,0,23.1
TX,Springtown city,47826,19.4,89.6,93.5,0.8,1,0.3,9.1
TX,Spring Valley Village city,175375,2.4,98.8,91.8,0.9,0.2,5.1,7.7
TX,Spur city,29875,32.6,65.1,80.4,6.7,1.6,0.6,39.4
TX,Stafford city,60423,12,85.4,36.6,27.4,0.6,22.8,25.9
TX,Stagecoach town,83750,9.9,95.5,93.1,1.5,1.1,0,11.2
TX,Stamford city,37685,25.2,78.7,77.1,8.5,0.8,0.3,32.4
TX,Stanton city,52396,14.9,76.5,79.6,2.2,0.4,0.4,55.4
TX,Staples city,42857,20.8,91.3,85.4,0.7,0,0,41.6
TX,Star Harbor city,70179,2.5,95.2,96.2,0,0.9,1.4,2.7
TX,Stephenville city,37825,29.3,88.2,87.2,2.2,0.5,1.2,15.7
TX,Sterling City city,53015,17.3,74.4,87.8,1.5,1.9,0,36.5
TX,Stinnett city,46490,16.3,82,91.5,1.3,2,0.2,11
TX,Stockdale city,41667,20.1,80.4,85.3,1.4,0.7,0.1,50.8
TX,Stonewall CDP,(X),15.5,87.9,82.2,0.6,1,0,36
TX,Stowell CDP,51287,9.1,86.6,57.6,21.7,0.6,0.1,30.9
TX,Stratford city,48889,10.9,72.7,88.7,0.3,0.4,0,45.9
TX,Strawn city,29353,23,72.6,88.1,0.6,0.3,0.3,26
TX,Streetman town,56250,9.8,66.9,78.1,13.8,2,2.4,5.7
TX,Study Butte CDP,31319,41.7,73.5,70.8,0,3.4,0,52.8
TX,Sudan city,40972,30.3,75.8,80.5,4.4,1.7,0.1,38.7
TX,Sugar Land city,104939,5.3,92.8,52,7.4,0.2,35.3,10.6
TX,Sullivan City city,26688,36.1,43.6,98.7,0.1,0,0,99.6
TX,Sulphur Springs city,38000,24.7,80.6,75.1,12.7,0.5,0.5,15.9
TX,Sundown city,52841,12.5,83.3,83.2,1.1,0.9,0,44.5
TX,Sunnyvale town,124911,3.3,94,68.4,6.2,0.4,20.4,8.7
TX,Sunray city,49716,15.3,73.4,84.9,0.1,0.7,0.6,45.5
TX,Sunrise Beach Village city,60852,13.3,94.5,98.5,0,0.4,0.1,3.8
TX,Sunset CDP (Montague County),49360,0,95.7,94.4,1,0.8,0.2,5.4
TX,Sunset CDP (Starr County),-,60,25,100,0,0,0,100
TX,Sunset Acres CDP,-,-,-,100,0,0,0,87
TX,Sunset Valley city,131058,1.5,99.1,83.8,1.3,0.4,7.9,17.8
TX,Sun Valley city,(X),5.2,82,69.6,0,11.6,4.3,31.9
TX,Surfside Beach city,57059,7,93.5,93.8,1.7,1,1,6.6
TX,Sweeny city,46989,27.6,91.9,72.4,19.5,0.8,0.4,16.4
TX,Sweetwater city,32259,24.9,76.4,81.8,6.2,0.5,0.6,38.3
TX,Taft city,39333,17.1,73.7,78.8,2.7,0.5,0.1,75.5
TX,Taft Southwest CDP,33352,24.9,45,83.5,1,1.2,0.1,95.5
TX,Tahoka city,39313,18.3,84.6,78.6,3.9,1.5,0.2,49.7
TX,Talco city,22321,36,69,75.6,13.2,1.6,0.8,19.4
TX,Talty town,104014,3.1,89.6,83.9,8,1.6,0.5,10.5
TX,Tanquecitos South Acres CDP,(X),72.6,24.9,99.1,0,0,0,99.1
TX,Tanquecitos South Acres II CDP,-,-,-,100,0,0,0,100
TX,Tatum city,33250,23.9,85.8,67.7,15.6,0.6,0.6,23.5
TX,Taylor city,42793,15.4,79.4,71.7,10.2,1.2,0.7,42.8
TX,Taylor Lake Village city,131250,3.9,97.5,91.6,2.2,0.3,3.6,7.4
TX,Taylor Landing city,65625,0,97.8,93.4,1.8,0,0.9,2.2
TX,Teague city,45484,18.7,83.2,66.7,19,0.9,0.2,20.1
TX,Tehuacana town,47083,14.8,85.6,88.7,8.5,0,0,5.3
TX,Temple city,47475,17.9,87.9,68.1,16.9,0.6,2.1,23.7
TX,Tenaha town,23833,42.2,62.9,39.6,37.9,0.3,0.4,24
TX,Terlingua CDP,103063,0,97.7,91.4,0,0,0,5.2
TX,Terrell city,38055,21.4,76.2,57,27.4,0.6,0.5,25.6
TX,Terrell Hills city,148080,1.3,97.3,93.2,0.6,0.2,1,15.5
TX,Texarkana city,39113,22.8,87.4,55.4,37.1,0.5,1.3,6.4
TX,Texas City city,43702,21,82.1,56,29.7,0.7,1,27
TX,Texhoma city,54750,17.1,92.6,90.2,0.9,0.3,0,21.7
TX,Texline town,55375,13.5,82,77.3,0,0.8,0,35.5
TX,The Colony city,71488,7.7,94.1,75.4,8.1,0.8,5.8,21.2
TX,The Hills village,125357,1.1,99.8,94.1,1.5,0.8,2.1,6.4
TX,The Woodlands CDP,109917,4.6,97.1,88.4,2.4,0.3,4.9,12.3
TX,Thompsons town,(X),28.2,81.4,53.3,36.2,0,6.5,14.6
TX,Thompsonville CDP,-,-,-,78.3,0,0,0,71.7
TX,Thorndale city,46875,9.5,70.8,79.6,7.6,0.4,0.5,23
TX,Thornton town,37321,16.3,77.5,88.2,3.8,0.4,0.2,11.6
TX,Thorntonville town,56250,8.7,69,83,0.8,0.4,0.4,41.8
TX,Thrall city,37917,23.5,75.8,79.9,6.8,0.8,0.1,33.8
TX,Three Rivers city,42390,16.4,76.4,90.2,0.5,0.6,0.4,48.6
TX,Throckmorton town,33077,16.6,77.9,93.5,0.1,1,0.5,10.3
TX,Thunderbird Bay CDP,34185,13.4,86.1,94.4,0.8,0.6,0.5,4.2
TX,Tierra Bonita CDP,16202,46.4,46.9,51.8,4.3,0,0,95.7
TX,Tierra Dorada CDP,-,100,0,96.4,0,0,0,100
TX,Tierra Grande CDP,212542,0,92.5,91.6,1.5,0.7,0,82.4
TX,Tierra Verde CDP,71118,30.7,86.1,88.1,0.4,0,0,95.3
TX,Tiki Island village,127167,2.2,96.2,95.1,1.3,0.2,1.8,5
TX,Tilden CDP,55250,7.4,79.9,88.9,3.1,0,0,47.9
TX,Timbercreek Canyon village,88542,2,96.8,96.2,0.2,0,0.5,2.9
TX,Timberwood Park CDP,111721,3.9,96.1,79.8,4.9,0.4,4.5,31.3
TX,Timpson city,22396,42.7,70.8,59.7,32.6,0,0.1,8.7
TX,Tioga town,59286,5.7,88,85.8,1.7,1.1,0.4,12
TX,Tira town,51667,8,75.1,95.6,0,0.3,0,6.1
TX,Tivoli CDP,34500,41.8,64.5,82.3,2.1,0.2,0.8,78.1
TX,Toco city,(X),36.2,77,22.7,72,0,0,9.3
TX,Todd Mission city,34167,0,88.1,82.2,2.8,0,0,16.8
TX,Tolar city,62500,15.1,98.8,95.6,0,0.3,0.9,6.3
TX,Tomball city,44086,22.7,88.8,82.7,6.3,0.8,1.1,17
TX,Tom Bean city,44286,19.5,91.3,93.6,0.7,1.3,0.2,5
TX,Tool city,40200,11.3,78.3,95.4,0.8,0.6,0.1,5
TX,Tornillo CDP,27404,36.1,49.2,83.5,0.2,0.1,0.1,98.7
TX,Toyah town,(X),42.7,69,84.4,2.2,1.1,0,51.1
TX,Tradewinds CDP,(X),6.1,54.2,58.9,0,0,0.6,82.2
TX,Travis Ranch CDP,94593,10.5,86.5,74.9,13.9,0.4,4.1,16.2
TX,Trent town,39861,17.9,86.8,89.3,1.5,0.6,0,9.5
TX,Trenton city,33611,25.8,77.5,87.9,3.8,1.1,0,17.8
TX,Trinidad city,35729,23.7,84.5,78,15.9,0.8,0,5.4
TX,Trinity city,22331,26.6,70.8,55.9,28.4,0.2,0.6,20.6
TX,Trophy Club town,128750,2.5,98.2,91.3,1.9,0.5,3.5,6.4
TX,Troup city,29474,31,80.5,70.5,20.6,0.2,0.4,12.5
TX,Troy city,49779,10.9,81.7,88.1,1.7,0.2,0.9,21.8
TX,Tuleta CDP,30625,18.6,88.8,92,0,0.7,0.3,38.9
TX,Tulia city,31530,27.4,74.8,70.7,10.2,0.8,0.2,45
TX,Tulsita CDP,-,0,71.1,92.9,0,0,0,7.1
TX,Turkey city,26250,26.7,80.1,79.6,1.9,0,0,34
TX,Tuscola city,51667,8.3,92.5,92.9,0.5,0.3,0.1,7.8
TX,Tye city,32344,17.8,74,83.3,3.1,1,0.6,17.6
TX,Tyler city,42840,20.9,83.6,60.5,24.8,0.5,1.9,21.2
TX,Tynan CDP,33750,19,66.3,79.5,0,0,0,74.8
TX,Uhland city,40662,17.9,67.8,68.1,2.5,0.6,0.8,61.2
TX,Uncertain city,(X),20.2,87.2,78.7,21.3,0,0,0
TX,Union Grove city,40000,12.9,84.9,95,3.6,0.8,0.3,0
TX,Union Valley city,78750,3.8,90.2,86,3.9,0.3,0.3,12.7
TX,Universal City city,57682,10.2,91.1,75.4,10.1,0.7,2.9,32.3
TX,University Park city,177098,4.4,99.6,94.2,0.9,0.2,2.7,4
TX,Utopia CDP,45096,26.4,64.2,94.7,0,0,0,9.3
TX,Uvalde city,38121,20.9,69.5,78,0.8,0.5,0.7,78.4
TX,Uvalde Estates CDP,31382,33.5,52.8,57.3,0.4,1,0.4,91.8
TX,Valentine town,(X),14,74.1,85.1,0,2.2,0,58.2
TX,Valle Hermoso CDP,-,-,-,(X),(X),(X),(X),(X)
TX,Valle Verde CDP,-,-,-,(X),(X),(X),(X),(X)
TX,Valle Vista CDP,(X),0,51.1,88.7,0,0,0.2,100
TX,Valley Mills city,51179,13,85.7,88,4.7,0.4,0.2,15.5
TX,Valley View city,68289,3.4,81.3,94.5,0.3,1.3,0.1,5.7
TX,Val Verde Park CDP,44335,22.4,61.9,84,0.5,0.6,0.1,91.8
TX,Van city,45185,13.5,85.6,94,1.5,0.9,0.5,10.3
TX,Van Alstyne city,51688,13.1,93.1,88.7,4.5,0.8,0.7,9.4
TX,Vanderbilt CDP,57917,2.5,85.2,83,6.6,0.3,0,40.5
TX,Van Horn town,35474,27.6,60.8,78,0.6,1.3,1,79.5
TX,Van Vleck CDP,49344,14.6,80.3,78.8,13,0.4,0.4,30
TX,Vega city,43958,10.6,84.3,93.2,1.1,0.5,0.5,9.8
TX,Venus town,46886,9.9,78,79.4,13.2,0.5,1.7,24.8
TX,Vernon city,39353,19.9,76.3,75.7,9.4,1.1,0.8,28.4
TX,Victoria city,48658,18,81.3,76.2,7.7,0.6,1.4,48.3
TX,Victoria Vera CDP,-,0,52.9,90,0,0,0,100
TX,Vidor city,40134,18.5,89.6,95.7,0.1,0.5,0.5,5.1
TX,Villa del Sol CDP,-,78.3,82.7,81.7,0,0,0,95.4
TX,Villa Pancho CDP,22917,43.4,41.5,91,0.3,0.8,0,96.3
TX,Villarreal CDP,(X),0,83,100,0,0,0,100
TX,Villa Verde CDP,17601,45.5,37.6,84.6,0.3,0.8,0.7,95.2
TX,Vinton village,33309,34.2,64.1,86.4,0.6,0.1,0.1,94.4
TX,Volente village,111250,10.5,98.7,91.7,0.8,0.2,3.7,7.9
TX,Von Ormy city,40083,15.4,76.1,70.5,0.4,0.5,0.4,86.4
TX,Waco city,33147,29,79.2,59.2,21.5,0.6,1.8,29.6
TX,Waelder city,33947,16.5,38.9,50.2,13.3,1.2,0,77.6
TX,Wake Village city,43945,23.4,91,67.4,25.3,0.7,0.9,5.3
TX,Waller city,42120,25.1,81,64.4,20.9,1,0.9,26.6
TX,Wallis city,43922,9.1,86.9,68.8,14.5,0.9,0.4,27.8
TX,Walnut Springs city,29375,33.8,67.3,87.4,0.1,1,0,30.8
TX,Warren CDP,65597,9.1,95.2,96.4,1.6,1.1,0,0.8
TX,Warren City city,63750,5.6,87.6,87.9,7.7,0,0,6
TX,Waskom city,34722,21.8,81.3,69.8,13.3,0.9,0.2,19.6
TX,Watauga city,64401,8.7,88,79.3,5.9,0.9,5.1,20.1
TX,Waxahachie city,54081,15.9,87.2,75.6,12.9,0.6,0.5,23.2
TX,Weatherford city,57257,10.6,89.3,89.4,2.4,0.8,0.9,13.6
TX,Webberville village,53750,23.1,65.4,85.7,8.2,0.3,0.3,49
TX,Webster city,44758,17.6,83.5,59.6,13.6,0.7,4.5,34
TX,Weimar city,42969,17.7,83.1,66.5,18.5,0.5,0.6,26.3
TX,Weinert city,44750,27.8,85.2,91.9,0,0,0,25.6
TX,Weir city,65000,20.3,75.5,89.6,0.4,1.1,0.4,31.1
TX,Welch CDP,61250,4.7,74.4,79.3,2.7,0,0,51.8
TX,Wellington city,38380,22.8,76.3,73,5.6,1.3,0.1,34.6
TX,Wellman city,43036,18.6,78.4,78.3,1,0.5,0,40.9
TX,Wells town,26116,31,74.8,77.2,16.7,0.6,0.1,6.1
TX,Wells Branch CDP,49721,12.9,92.5,61.6,15.2,0.8,7.7,28.7
TX,Weslaco city,36108,27.2,66.6,85.7,0.5,0.6,1.2,85
TX,West city,37083,17.4,83.4,87,3.5,0.3,0.1,13.8
TX,West Alto Bonito CDP,(X),45.3,35.7,93,0,0,0,99.9
TX,Westbrook city,60750,4.7,83.1,80.2,3.2,2.4,0.4,31.2
TX,West Columbia city,41905,21.1,86.1,72.3,16.5,0.7,0.6,22.5
TX,Westdale CDP,59205,0,84.1,91.1,0.5,1.3,1.1,52.7
TX,Western Lake CDP,63894,6,73.7,79.4,0.6,1.4,0.6,30.4
TX,Westlake town,193125,5.1,96.8,85.6,2.5,0.5,9.4,4.8
TX,West Lake Hills city,141453,6.1,99.8,94.2,0.2,0.6,2.2,5
TX,West Livingston CDP,39700,13.8,72.9,63.7,22,0.5,0.3,19.6
TX,Westminster CDP,(X),17,66.4,86.8,0.5,0.6,0,19.4
TX,West Odessa CDP,51275,15.5,67.5,78.7,1.1,1.1,0.2,61.8
TX,Weston city,69375,2.8,94.8,91.3,0.9,0,0,11.4
TX,Weston Lakes city,148516,0.8,98.4,88.6,5.7,0.8,3,7.1
TX,West Orange city,40801,16.6,81.1,83.7,6.1,0.6,0.5,12.3
TX,Westover Hills town,211250,7.2,100,96.8,0.1,0,1.8,1.2
TX,West Sharyland CDP,23665,49.5,41.2,98.5,0,0,0.2,98.2
TX,West Tawakoni city,33657,23.2,79.3,92.7,0.8,0.8,1,6.7
TX,West University Place city,200625,2.2,99.1,87.5,0.8,0.2,8.4,6.9
TX,Westway CDP,25930,44.9,42.4,97.7,0.2,0,0,97.3
TX,Westwood Shores CDP,40156,16.1,87.2,97.6,0.4,0.9,0.2,2.8
TX,Westworth Village city,53250,9.8,87.2,81.4,5.7,0.6,1.3,26.1
TX,Wharton city,29797,25.9,68.5,53.1,27.3,0.6,0.6,39.4
TX,Wheeler city,55375,14.8,74,74.2,0.6,0.4,0.4,41.8
TX,White Deer town,66250,2.9,90.2,95.2,0.1,1.6,0.1,6.6
TX,Whiteface town,42500,11.1,82.9,70.4,4.5,1.8,0,49.2
TX,Whitehouse city,69957,10.1,94.5,88.9,4.3,0.3,1.6,7.1
TX,White Oak city,56237,19.7,92.6,92.3,2.3,0.6,0.5,5.3
TX,Whitesboro city,37582,19.7,83.6,93.7,0.3,1,0.7,7.8
TX,White Settlement city,39333,20.1,78.9,80.3,4.7,0.9,1.6,25
TX,Whitewright town,35938,18.4,80.3,85.7,8.3,0.5,0.1,5.7
TX,Whitney town,38625,24.2,84.3,83.9,6.8,0.3,0.2,13.5
TX,Wichita Falls city,44543,19.8,85.3,73.2,12.7,1,2.4,18.9
TX,Wickett town,52083,9.1,84.2,79.1,2.4,0.6,0.2,30.7
TX,Wild Peach Village CDP,50981,11.3,90.9,84.5,8.7,0.5,0.4,14.5
TX,Wildwood CDP,59583,9.6,96.2,97.7,0.2,0.4,0.6,2.5
TX,Willis city,36640,14.4,65.7,56.7,18.2,0.9,0.4,38
TX,Willow Park city,86912,2.5,96.3,95.6,0.8,0.7,0.7,5.1
TX,Wills Point city,36797,22.2,77.7,81,11.8,0.7,0.3,12.2
TX,Wilmer city,33472,41.6,59.6,48.4,21.8,0.9,0.2,50.9
TX,Wilson city,36354,31.9,57.3,72,0.6,2.2,0,57.3
TX,Wimberley city,59167,19.8,91.4,93.5,0.5,1.5,0.3,11.2
TX,Windcrest city,75310,3.1,94.3,75.6,12.5,0.3,4.2,24.2
TX,Windom town,(X),34.5,90,93,4,1.5,0,4.5
TX,Windthorst town,52857,10.6,81,83.1,0,0,0,26.2
TX,Winfield city,34125,34.1,66,75.2,0.2,1.3,0,53.8
TX,Wink city,68882,14.6,88.3,85.2,0.7,0.6,0,27
TX,Winnie CDP,43601,13.7,70.8,81.3,3.3,0.8,0.4,23
TX,Winnsboro city,28511,25.8,82.3,88.8,5.3,0.5,0.3,8
TX,Winona town,39653,14.3,83.1,80.2,11.6,1.4,0.2,9.7
TX,Winters city,36076,23.6,66.4,75.6,2.8,0.4,0,44.4
TX,Wixon Valley city,84167,0.8,88.2,85,10.2,0.4,0,9.8
TX,Wolfe City city,28571,23.8,82.5,78.9,13,1.8,0.3,8.6
TX,Wolfforth city,75602,17.2,86.5,87.2,2.6,0.5,1,26.3
TX,Woodbranch city,69545,12.4,82.2,92.7,1.7,0.5,0.4,8
TX,Woodcreek city,58438,7.3,95.6,97.2,0.1,0.5,0.4,5.4
TX,Woodloch town,76875,2.3,90.1,93.7,3.4,0,0,8.7
TX,Woodsboro town,47946,7.1,83.2,74.7,5.2,0.3,0.1,53.4
TX,Woodson town,38472,15.8,86.9,92.8,2.7,0,0,15.9
TX,Woodville town,39227,22.1,87.5,70,26.5,0.3,0.6,4.4
TX,Woodway city,76906,4.3,95.9,91.3,2.9,0.5,2.2,6.9
TX,Wortham town,34698,17.2,76.1,76.9,18.2,0.2,0,7.6
TX,Wyldwood CDP,63825,7.2,100,76.1,5.4,1.3,1,27.5
TX,Wylie city,81799,5.9,92.8,71.2,12.4,0.6,5.6,17.9
TX,Yantis town,38854,12.1,83.3,93.3,0,1.5,0,12.4
TX,Yoakum city,37649,13,68.1,72.2,10.3,0.3,0.2,43.8
TX,Yorktown city,36803,15.8,68.3,81.1,2.8,0.4,0,44.8
TX,Yznaga CDP,-,100,100,91.2,0,0,0,95.6
TX,Zapata CDP,37088,17.8,57.7,92.4,0,0.1,0.2,95
TX,Zapata Ranch CDP,49732,3,95.1,85.2,0,0,0,98.1
TX,Zarate CDP,-,0,100,100,0,0,0,100
TX,Zavalla city,28500,35.2,72.2,97.1,0.7,0.7,0,1.4
TX,Zuehl CDP,34152,3.6,74,95.2,0,0.8,1.3,12.2
UT,Alpine city,92305,7.5,97.4,95.7,0.6,0.2,0.9,2.4
UT,Alta town,64205,31.2,100,93.5,0,0.3,1.3,4.2
UT,Altamont town,71500,11.4,93.4,96,0,2.2,0,1.3
UT,Alton town,58000,27.3,100,89.1,0,2.5,2.5,5
UT,Amalga town,58295,16,85.1,89.3,0,0.8,0.6,10.7
UT,American Fork city,65101,12.8,93.6,92.6,0.4,0.5,0.9,7.4
UT,Aneth CDP,32625,42.2,67.1,1,0,97.6,0,1.6
UT,Annabella town,57969,4.1,94.7,99,0,0.4,0.1,0.5
UT,Antimony town,40625,3.4,89.3,91.8,0,2.5,1.6,4.1
UT,Apple Valley town,55227,13.2,92.3,94.3,0,3,0.1,3.3
UT,Aurora city,59625,7.5,97.5,96.7,0.1,0,0.1,2.8
UT,Avon CDP,67917,0,98.6,96.2,0,0,0.8,3.3
UT,Ballard town,70769,6.6,78.9,90.5,0.1,4.7,0.5,4.4
UT,Bear River City city,60179,5.8,93.6,97.1,0.4,0.5,0.5,4.2
UT,Beaver city,48309,11.3,93.7,88.4,0.2,0.9,1.7,12.1
UT,Benjamin CDP,64896,3.6,94.6,97.8,0.2,0.1,0.3,2
UT,Benson CDP,61000,9.8,93.5,95.4,0.2,0.5,0.1,5.7
UT,Beryl Junction CDP,-,-,-,54.3,0,3.6,0,51.8
UT,Bicknell town,48750,29.3,94.7,96,0,0.6,0.3,3.4
UT,Big Water town,51250,18.2,93.7,93.3,0.8,2.5,0.8,2.9
UT,Blanding city,52054,20.7,96.6,66.1,0.3,29.4,0.3,3.8
UT,Bluebell CDP,91667,0,89.4,93.9,1.4,0.3,0,2.4
UT,Bluff CDP,(X),7.1,92.9,68.2,0.8,25.6,0,5
UT,Bluffdale city,89454,5.9,97.1,95.8,0.4,0.3,0.4,4.4
UT,Bonanza CDP,-,-,-,100,0,0,0,0
UT,Boulder town,40625,22.3,100,97.3,0,0.4,0.9,6.6
UT,Bountiful city,64123,7.9,95.3,93.1,0.5,0.4,1.4,4.9
UT,Brian Head town,(X),38.3,85.3,89.2,1.2,0,0,12
UT,Brigham City city,50212,8.8,92.2,89.3,0.5,1.5,0.6,10.8
UT,Bryce Canyon City town,19583,29.7,84.9,62.6,0.5,4.5,18.7,24.2
UT,Cache CDP,-,-,-,100,0,0,0,13.2
UT,Cannonville town,56667,3,93.5,95.2,0,0.6,0,1.2
UT,Carbonville CDP,37500,22.7,86.8,90,0.3,1.6,0.1,12.3
UT,Castle Dale city,53438,10.8,95.2,97.1,0.2,1.3,0.2,2.9
UT,Castle Valley town,29038,28.4,91.6,97.2,0,0.3,0.6,1.9
UT,Cedar City city,41632,22.9,91.3,89.4,0.7,2.7,0.9,7.9
UT,Cedar Fort town,68750,2.8,85.6,95.9,0,0,0.3,1.1
UT,Cedar Hills city,92760,5.7,99.1,95.2,0.4,0.3,1,4.2
UT,Centerfield town,46429,10.6,83.7,91.6,0.2,0.4,0.2,10.9
UT,Centerville city,78438,4.5,97.4,95.1,0.4,0.3,1.2,3.7
UT,Central CDP,38077,11.9,96.5,96.1,0,0.5,0.8,3.6
UT,Central Valley town,50938,16.6,92.1,98.3,0.4,0.2,0,2.1
UT,Charleston town,73750,4.9,95,93.7,0.5,1.2,0.2,5.3
UT,Circleville town,42500,18.7,90.5,89.2,0.2,0.2,0,17
UT,Clarkston town,62625,1.6,92.9,98.5,0,0,0.2,2.3
UT,Clawson town,52500,15.2,96.3,98.2,0,0,0,1.8
UT,Clear Creek CDP,-,-,-,100,0,0,0,0
UT,Clearfield city,48866,13.1,92.3,81.6,3.1,0.8,2.6,16.1
UT,Cleveland town,66667,15.3,96.4,99.6,0,0.2,0.2,0.2
UT,Clinton city,72900,4.1,93.1,88.3,1.3,0.5,2.3,11.3
UT,Coalville city,59309,4.9,86.6,82.9,0.1,1.1,0.3,16.9
UT,Copperton CDP,60379,0,90.7,91,0.2,0.6,0.4,11.5
UT,Corinne city,50859,7.9,89.8,89.5,0.1,0.6,0.7,10.9
UT,Cornish town,31591,35.1,85.8,88.9,0,0.3,0.3,12.2
UT,Cottonwood Heights city,79823,4.3,96.9,91.3,0.9,0.4,3.2,5.1
UT,Cove CDP,39875,3.9,100,98.3,0.2,0.2,0.2,1.1
UT,Dammeron Valley CDP,(X),0,100,96.6,0,0.5,0.7,1.5
UT,Daniel town,71250,3.9,93.8,97.7,0,0.2,0.1,3.6
UT,Delta city,55598,19,88.7,81.1,0.2,0.8,0.4,20.5
UT,Deseret CDP,47738,4.2,88,97.7,0,1.4,0,2.3
UT,Deweyville town,58750,14.2,88.5,97,0.3,0.3,0.3,0.9
UT,Draper city,95804,4.9,96.8,90.4,1.4,0.6,2.5,7
UT,Duchesne city,50096,12.2,83.1,94.3,0.4,1.2,0.2,4.4
UT,Dugway CDP,85489,11.5,92.1,83.6,3.1,0.9,3.5,9.7
UT,Dutch John CDP,56250,0,100,97.2,0,0.7,1.4,1.4
UT,Eagle Mountain city,69018,5.8,95.5,91.9,0.6,0.5,0.6,8.6
UT,East Carbon-Sunnyside city,31488,21.3,84.1,NA,NA,NA,NA,NA
UT,Echo CDP,42344,0,100,96.4,0,3.6,0,19.6
UT,Eden CDP,68854,4.5,95.7,95.8,1,0.2,0.5,3.2
UT,Elberta CDP,(X),7.2,69,69.5,0,0,0,32.4
UT,Elk Ridge city,84712,6.8,99.2,96.6,0.2,0,0.3,2.8
UT,Elmo town,39712,16,88.9,95.7,0.7,0.5,0.2,4.3
UT,Elsinore town,36583,20.7,92.2,93.6,0,2,0.8,5.3
UT,Elwood town,71167,5.7,96.4,94.4,0.1,0.1,1.3,4.4
UT,Emery town,40536,11.7,88.3,95.5,0,0.7,1,3.1
UT,Emigration Canyon CDP,170313,7.3,99.6,94.2,0.7,0,2.8,2.8
UT,Enoch city,52088,11.1,96,92.7,0.1,1.6,0.5,6.7
UT,Enterprise CDP,87292,11.3,100,96.2,0.5,1.3,0.3,4
