,Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic,Level
409,40758,25.5,83.2,40.8,50.6,0.3,2.3,6.3,1
410,40767,23.2,76.1,79.1,13.5,0.4,1.1,7.7,0
411,40811,18.4,83.4,80,7.1,4.8,0.5,6.5,0
412,40830,18.8,90.2,80.8,13.5,0.5,1.4,6.5,0
413,40833,25.3,85.1,79.2,11.1,0.2,2.5,11.8,0
414,40881,21.7,57.9,48,1.3,1.2,0.7,80.3,0
415,40938,20.5,49.9,50.4,0.5,1.2,11,84.9,0
416,40959,28.8,69.1,66.9,20.4,0.4,1.2,62.9,0
417,40968,21.6,83.1,76,13.2,0.6,3,10.3,0
418,40992,21.8,84.9,39.8,47.3,0.6,3.3,13.4,0
419,41001,21.4,66.2,84.6,1.5,0.5,0.5,84.1,0
420,41036,22.9,82.3,75.2,2.2,1.4,1.2,30.1,0
421,41040,11.9,90.1,94.9,0.5,0.4,1.1,2.8,0
422,41101,6.6,97.6,96.3,0.5,0.1,1.8,1.4,0
423,41112,23,83.9,70.4,7.1,12.7,0.7,6.5,0
424,41117,22.6,76,78.2,2.6,0.5,1.2,28.1,0
425,41176,15.3,86.2,75.9,21.2,0.4,0.3,1.4,0
426,41229,18.9,85.2,86.1,2.1,1.1,1.4,12.9,0
427,41243,22.6,86.9,72.3,18.3,0.3,1.8,9.4,0
428,41250,26.8,85.3,88.9,9.4,0,0.3,0,0
429,41267,18.6,89.7,76.1,13.4,3.1,0.4,4.6,0
430,41291,28.8,90.5,84.8,0.7,0.8,2.5,15.2,0
431,41321,23.4,82.8,62.6,28.9,0.3,1.3,17.5,0
432,41330,24.4,85.5,75.3,2.4,1.7,1.6,56.8,1
433,41414,26.2,72.5,65.4,4.3,1.3,5,52.6,0
434,41425,26.2,94.1,89.9,4,0.3,2.8,2.9,0
435,41440,24.2,84.6,43.7,34.7,0.8,2,28.4,0
436,41447,22.6,80.3,46.7,51,0.2,0.4,2.4,0
437,41487,23.3,87.2,58.7,36.8,0.1,1,3.5,0
438,41494,14.5,86.4,81.7,4.7,0.3,7.3,10.7,0
439,41531,29.8,75.2,49.6,8.3,1.7,12.6,46.9,2
440,41565,22.1,70.1,43.4,9.7,1.3,5,71,0
441,41575,16.6,89.1,83.7,1.4,0.8,11.1,2.9,0
442,41582,17.9,89.9,71.6,8.2,1.3,3.9,20.8,0
443,41618,23.1,86.3,84.8,7.7,0.3,3.1,2.4,0
444,41628,19.3,88.7,48.4,40.6,0.5,4,7.5,0
445,41688,23.7,89.1,74.7,18.4,0.4,1.5,5.2,0
446,41705,22,75.6,65.4,9,1.4,1.7,37.9,0
447,41739,21.5,83.6,76.7,15.6,0.5,1.7,11.8,0
448,41789,20.6,78.4,66.5,13.4,0.6,1.5,19.7,0
449,41801,22.9,75.6,39.6,34.6,0.5,3.4,38.2,0
450,41818,26,71.9,88.6,0.7,0.3,1.5,85.4,0
451,41827,17.6,81.1,80,12.8,0.4,1.2,13.1,0
452,41853,6.8,89.4,97.6,0.8,0,0.3,1.2,0
453,41912,10.3,91.8,94.6,0.3,2,0.4,2.9,0
454,41924,19.3,87.7,64,30,0.3,1.4,5.9,0
455,41931,23,86.4,86,0.9,1.2,1.5,13.8,0
456,41991,27.6,88.4,90.9,1.3,1.5,2.5,3.2,0
457,42044,22.4,72.5,23.3,43.9,0.7,1.4,50.6,0
458,42077,16.4,88.2,76.7,10.9,0.5,1.3,30.2,1
459,42083,18.5,78.3,95,0.6,2.9,0.3,8,0
460,42098,12.1,92.4,85.9,0.4,3,0.6,27.1,1
461,42241,23.7,82.5,29.6,63.7,0.4,2.3,4.2,2
462,42250,19.2,88.6,76.2,11.3,1.4,1.3,13.4,0
463,42268,15.9,85.4,86.8,3,0.3,2.4,15.4,0
464,42284,20.2,86.9,62.6,15.9,5.3,2.3,14.1,2
465,42318,20.2,89.5,57.6,28.1,0.4,3.8,25.4,2
466,42319,23.3,71.7,64.7,1.8,1,2,35.4,0
467,42342,24.9,92,80.8,2.1,1.4,4.2,15.4,1
468,42350,13.9,87.6,87.9,4.3,0.7,0.6,10.6,0
469,42386,19.9,91.6,86.7,2.3,2,2.6,5,1
470,42423,10.8,86.3,95.3,0.5,0.4,0.5,4.5,0
471,42461,12.6,82.2,98.7,0.2,0,0.3,0.1,0
472,42500,6.7,76.7,100,0,0,0,0,0
473,42517,20.5,88.8,76.8,5.4,1.4,1.7,30.5,0
474,42549,17.1,84.1,68,10.2,9.1,1.8,7.4,0
475,42595,17.7,91.7,89.3,5.5,0.4,0.6,6.7,0
476,42614,18.4,88.7,87.6,0.4,4.1,0.8,12.8,0
477,42644,17.1,86.9,77.6,5.6,3,1.3,13.4,0
478,42650,17.9,89.3,90.5,3.1,0.8,3.2,2.7,0
479,42681,20.5,86.8,50.5,43,0.5,1.1,3,0
480,42772,20.9,78,80.8,3.4,0.7,1.2,80.7,2
481,42826,18.2,86.6,77.9,3.5,4.1,4,13.4,0
482,42839,18.2,90.3,87.8,7.4,0.4,1.5,2.6,0
483,42847,13.8,88.5,90.1,0.7,1,1,12.1,0
484,42861,10.7,84.2,96.9,0.7,0.4,0.3,1.6,0
485,42927,24.1,85.5,37.3,56.6,0.2,2.2,3.9,0
486,42948,24.3,62,55.4,1.2,2.1,4.6,77.6,0
487,42958,22.2,88.9,84.2,11.6,0.4,1.2,5.1,0
488,42976,17.7,94.5,92.8,1.1,0.3,1.8,4.7,0
489,43021,31.9,69,52.8,4.1,1,2.8,65.3,0
490,43101,24.4,93.5,85.8,1.4,1,4,7.8,0
491,43109,25.3,52.8,39.3,10.3,0.7,0.7,86.6,0
492,43116,19.2,79.6,89.1,3.8,0.4,1,8.9,0
493,43163,17.6,87.6,72.9,17.9,0.5,1.8,14.1,1
494,43189,19.1,83.5,75.5,9.6,0.7,1.7,24.5,0
495,43246,20.7,87,88,1,1.7,1.7,12.5,1
496,43271,15.4,80.4,44.4,1.4,20.6,0.8,41.9,0
497,43298,19.9,86.4,87.8,6,0.5,0.9,5.7,0
498,43334,17.3,92.3,79.3,13.4,0.3,1.4,6.5,0
499,43338,17.5,84.3,74.9,14.3,0.3,3.2,11.4,0
500,43341,18.8,90.6,85.8,1.2,2.3,3.4,8.7,0
501,43346,27.7,77.7,85.3,1.6,0.4,2.2,88.2,0
502,43381,14.2,87.7,82.5,1.8,0.5,9,9.9,0
503,43395,16.9,83.4,91.9,1.9,0.2,1,7.1,0
504,43409,20.2,77.6,93.5,1.7,0.2,0.7,5.2,0
505,43438,13,92.5,93.7,2.9,0.2,0.5,3.3,0
506,43452,23.3,89.5,68,25.1,0.4,1.9,4.3,0
507,43472,17.9,87.6,85.7,5.6,0.6,1,7.7,0
508,43491,20.7,81.1,76.6,2.9,0.5,1.4,31.4,0
509,43507,26.6,60.1,25.9,32.9,0.7,0.3,65,1
510,43523,19.7,84.1,78.4,13.5,0.4,4.6,2.1,0
511,43536,23,92.7,84.9,1.3,1.3,5.1,7,0
512,43541,18.7,94.1,91.4,1.1,0.5,4.6,1.9,1
513,43552,20,52.4,50.5,0.9,0.9,0.8,94.8,0
514,43559,18.8,80.2,89,1.3,0.4,1,18.2,0
515,43563,21.2,87.7,83.2,0.5,0.8,0.4,41.6,0
516,43601,13.7,70.8,81.3,3.3,0.8,0.4,23,0
517,43629,17.1,87.2,78.1,0.8,2.4,0.5,49.9,0
518,43630,18.4,91.2,45.7,41.9,1.1,2.6,10.1,0
519,43641,15.8,72.2,67.2,16.8,1,0.5,32.7,0
520,43750,14.4,84.8,98.7,0,0,0.2,0,0
521,43754,18.4,77.5,68.8,3.2,1.8,1.9,54.8,0
522,43774,19,88.3,73.6,15.4,0.4,3.3,8,1
523,43781,24,74.5,50.7,25,0.7,2.9,42.4,2
524,43819,16.9,84.1,81.5,0.9,2.6,0.9,50,0
525,43838,32.4,80.9,52.7,39,0.2,0.8,8.6,0
526,43888,15.7,83.6,80.6,2.9,2.6,2.7,16.4,0
527,44065,18.8,69.6,62.5,2.4,2.9,5.7,36.6,0
528,44075,18.9,87.5,75.7,4.4,1,4.4,25.3,0
529,44086,22.7,88.8,82.7,6.3,0.8,1.1,17,0
530,44185,21.8,86.6,62.9,26.2,0.4,3.4,23.1,1
531,44342,17.7,87.2,87.4,4.4,0.3,1.9,53,0
532,44480,21,87,47.1,43.1,0.5,3.3,6.6,1
533,44490,16.9,88.7,95.5,0.9,0.2,0.4,3.1,0
534,44504,20.1,73.8,32.8,27.7,0.7,6.7,52.9,0
535,44534,15.2,83.1,74.9,4.2,0.8,1.4,38.3,0
536,44543,19.8,85.3,73.2,12.7,1,2.4,18.9,0
537,44544,17.9,83.5,63.3,22.9,0.5,1.4,18,0
538,44568,16.3,88.3,80.4,11.6,0.3,2.6,4.3,0
539,44578,16,89.2,64.6,21.9,3.7,1.7,5.6,0
540,44579,17.2,86.2,72.1,13.4,0.4,9.7,4.1,0
541,44580,15.9,90.2,89.3,0.7,1,1,12.9,0
542,44671,24.8,89,88.9,3.9,0.3,3.6,2.7,0
543,44675,15.2,88.4,61.1,32.4,0.5,1.5,5.3,0
544,44679,11.1,92,95.7,0.7,0.4,0.6,4,0
545,44722,14.6,69.7,60.4,11.8,0.9,1.5,47.3,0
546,44758,17.6,83.5,59.6,13.6,0.7,4.5,34,0
547,44797,25.3,74.9,37,12.2,1.1,21.5,40.3,1
548,44802,13.4,93.4,92.9,2.4,0.3,1.8,5.7,0
549,44846,15.5,92.8,92.1,0.7,1.1,1.2,8.6,0
550,44866,21.3,74.7,61.2,5.7,1.8,3.8,50.8,0
551,44875,8.9,91.8,97.6,0.4,0.1,0.9,0.7,0
552,44902,20.7,88.1,59.3,11.8,1.3,9,15.3,0
553,44907,24.4,93.8,79,11.3,0.3,5.2,3.4,0
554,44916,20.7,74.6,61.1,13.4,0.6,1,60.3,0
555,44977,16,88.6,93.2,0.2,0.7,0.9,6.9,0
556,45114,4.4,100,97.7,0.7,0.2,0.2,0,0
557,45134,19.2,90.6,91.2,2.2,0.3,2.5,5.7,0
558,45221,14.3,90,86.7,3.6,1.1,2,9.6,0
559,45266,16.8,88.1,88.4,2.2,0.9,0.8,16.3,0
560,45278,28.5,79,83.9,3.3,3.4,1.4,73.1,0
561,45283,7.7,96.7,89,1.8,0.4,5.2,4.5,0
562,45307,19.3,73.7,69.2,10.5,0.9,0.7,53.6,0
563,45324,21.8,90.6,92.1,0.4,0.7,1,5.8,0
564,45346,24.8,86.8,6.2,90.9,0.1,0.3,2.7,0
565,45357,20.2,82.8,62.6,25.6,0.3,2,25.6,0
566,45358,18.9,91.3,88.7,0.8,1,1.1,13.9,1
567,45363,16,84.2,74.5,10.9,0.4,2.3,15.4,0
568,45391,13.5,91.7,92.5,0.3,0.6,0.5,10,0
569,45437,23.3,91.4,84.6,7.8,0.7,3.7,2.4,0
570,45452,16.3,84.5,80.6,14.1,0.4,0.8,3.8,0
571,45588,21.2,85.2,82.2,0.7,1.2,1.5,20.6,0
572,45659,21.7,88.5,61.5,28,0.3,4.1,5.6,2
573,45676,18.2,83.6,41.6,53.3,0.4,1.1,3.1,0
574,45695,12.6,89.2,95.2,0.8,0.5,0.5,3.2,0
575,45714,10.7,82.2,80.1,0.4,2.4,0.6,28.4,0
576,45741,20.5,79.7,74.1,21.8,0.2,1.6,2.6,0
577,45748,17.2,89.5,68.7,23.9,0.3,3.2,6.6,0
578,45750,16.9,80.6,95.1,0.8,0.3,0.8,4.3,0
579,45800,20,84.4,56.7,32.5,0.5,2.3,22.6,0
580,45821,19,88.4,59.2,29.9,0.5,2.5,10,2
581,45852,17.4,87.8,94.8,0,2,0.1,3.1,0
582,45859,14.1,87.2,95.9,0.6,0.3,0.9,1.3,0
583,45923,23.7,82.7,43.9,17.9,1.1,19,17.5,0
584,45925,24.2,80.4,69.3,6.3,0.8,3.6,28.2,0
585,45947,17.3,87.5,71.9,11.5,1.2,4.8,15.3,1
586,45966,10.2,90.4,95,1.6,0.4,0.5,2.8,0
587,45974,26.1,85,82.6,6.9,0.3,6.2,2.2,0
588,46018,19.7,56.3,43.7,0.7,1.2,3.3,81.4,0
589,46025,14.8,88.3,86,1.1,1.3,1.3,22.4,0
590,46040,15,90.8,77.4,13.9,0.7,2.2,4.8,0
591,46085,17.8,90.7,48.9,42.3,0.4,2.7,6.8,1
592,46122,13.1,80.8,74.9,18,0.7,0.8,7,0
593,46149,20.4,92.9,89.7,2,2.9,2.2,2.8,0
594,46187,22.5,76.7,50.5,23.7,0.7,6,43.8,2
595,46250,18.1,86.3,94.5,0,0.8,0,8,0
596,46280,19.7,92.5,85,7.1,0.5,3.5,3,0
597,46290,20,87.3,76.4,10.2,0.5,4.4,12,1
598,46313,19.2,81.3,48.9,31,0.4,2.3,27.7,0
599,46467,25.5,79.9,35.2,1.2,43.8,2,31.7,0
600,46486,10.9,94.3,96.7,0.8,0.3,0.4,2,0
601,46499,13.4,91.1,90.6,2.5,0.7,1.8,6.4,0
602,46528,8.3,92.5,97.3,0.9,0.2,0.5,0.9,0
603,46625,18.9,91.4,99.2,0.3,0,0,0.7,0
604,46642,22.3,83.9,84.3,7.1,0.4,0.4,8.2,0
605,46728,12.7,88.2,93,0.8,0.3,1,7.5,0
606,46744,19.8,81.4,72.6,6.9,0.9,2.4,63.2,2
607,46764,17.7,88.2,59.4,30.7,0.4,4.3,7.7,2
608,46776,21.7,83.6,67.8,6,1.7,3.9,35.5,2
609,46792,7.8,86.9,96.3,2.3,0.1,0.4,1,0
610,46849,14.9,84,75.8,7.2,0.6,2.8,19.4,0
611,46938,11,85.9,94.9,1.9,0.2,0.7,0.9,0
612,46947,17.4,92.2,65.6,23.2,0.6,2.3,9.3,0
613,46956,21.3,84.2,76,3.5,1.3,4.3,18.9,0
614,46966,15.2,91.7,80.4,1.1,12.4,1.2,4.1,1
615,46989,13,90.2,70.8,2.5,18.6,0.4,6.1,0
616,47012,18.3,85.7,74.2,2.9,1.3,6.3,24.3,1
617,47030,19.2,89,69.7,3.3,4.6,2.6,46.7,2
618,47042,26.2,91.3,78.7,12.1,0.2,1.4,13.4,0
619,47046,16.5,88.1,84.4,2.2,1.4,1.9,18.1,0
620,47052,20.9,79.9,66,24.4,4,1,4.8,0
621,47149,17.5,89.2,77.7,12.3,0.7,3.2,7.9,0
622,47191,18.2,86.9,79,1.5,1.5,2.7,20.3,0
623,47225,23.5,81.4,49.6,20.5,1,4.3,38,0
624,47243,20.3,87.4,75.1,2.7,1.2,4.4,22.3,1
625,47326,23.1,80.7,65.9,6.5,2.2,3.2,40.8,2
626,47342,16.7,88.4,65.4,25.6,0.5,2,8.1,0
627,47375,28.9,81,89.1,4,0.2,1.7,3.4,0
628,47429,20.2,79.9,57.6,12.8,0.7,7,32.1,1
629,47525,12.1,87.6,64,27,0.3,3.8,7.1,0
630,47527,24.6,89,38.4,54,0.2,3.1,5.2,2
631,47527,15.5,84.7,61.6,24,0.4,3.7,22.4,0
632,47548,8.7,92.6,75.9,14.8,0.3,3.2,8.8,0
633,47557,18.6,81,46.7,31.2,0.4,2.3,10,0
634,47611,14.9,81.2,70.8,18.5,0.4,1,12.7,0
635,47674,15,81.8,24.6,24.4,0.6,26.2,37.7,0
636,47680,19.3,75,69.7,10.3,1.2,1.8,38.5,0
637,47707,19.1,88.7,36,55.9,0.2,1.8,7.2,0
638,47717,16.8,86.2,69.7,13.5,1.5,4.8,11.9,0
639,47735,17,83.4,77,6.6,0.8,3.2,28.8,1
640,47779,18.3,85,62.7,15.1,3.5,4,17.2,2
641,47791,16.6,76.3,76.5,0.9,1.2,0.9,43.1,0
642,47816,13,90.8,63.7,31.2,0.3,0.3,6,0
643,47826,19.4,89.6,93.5,0.8,1,0.3,9.1,0
644,47858,17.9,67.9,57.7,2.6,1.3,6.8,56,0
645,47865,13.1,93.9,94.9,1,0.3,0.7,4.4,0
646,47891,16.8,75.6,63.4,6.3,14.4,0.9,31.2,0
647,47936,13.9,90.1,93.6,0.5,3,0.5,1.7,0
648,47938,20.6,86,69.1,9.1,1.1,2.9,29.2,0
649,47957,12.8,85.1,77.7,14.7,0.3,0.8,8,0
650,48002,19.8,78.9,60.3,6.8,0.3,20.2,17.3,0
651,48028,8.4,91.8,88.2,5.4,0.3,2.4,5.4,0
652,48103,19.6,75.5,62.9,15.5,0.6,1.5,43.4,0
653,48272,10.6,91.8,48.5,44.9,0.1,4.3,1.8,0
654,48324,18.1,76.5,83.6,11.3,0.5,1.3,6.2,0
655,48325,14.2,84.7,57.7,36,0.5,0.5,5.1,0
656,48430,16.8,83.5,92.9,3.1,0.6,0.7,4.1,0
657,48434,13.8,84.1,66.4,26.4,0.5,1.8,5.1,0
658,48508,11.4,90.3,86.8,9.2,0.3,1.7,2.2,0
659,48522,22.3,82.3,45,32.9,0.5,5.5,28.9,2
660,48577,20.5,81.2,65,4.2,1.2,6.7,35.5,1
661,48658,18,81.3,76.2,7.7,0.6,1.4,48.3,0
662,48680,24.2,91.3,73.4,1.9,11.7,1.9,18.4,1
663,48750,15.5,80.6,59.5,35.2,0.2,1.9,2.7,0
664,48757,22.3,86.5,60.1,15.7,1.1,15,9.6,1
665,48775,18.2,90.2,60.3,31.2,0.6,2.4,5.8,1
666,48802,15.4,77.9,75.5,5.1,0.9,0.4,48.2,0
667,48809,16.5,87.5,77.1,3.5,2.4,1.9,26.4,1
668,48813,20.2,83.6,79.1,1.7,1.2,1.3,36,0
669,48823,17.9,77.6,42.2,14,1,11.6,52.3,0
670,48866,13.1,92.3,81.6,3.1,0.8,2.6,16.1,0
671,48884,13.1,79.8,73,9.4,0.8,0.4,51.1,0
672,48886,9.5,92.4,94.6,1.1,0.2,1.4,3,0
673,48896,10.7,88.7,80.6,15.3,0.3,0.9,2.7,0
674,48949,14.6,89.5,58.9,31.6,0.2,0.9,14.5,0
675,49012,21.6,91.7,72.6,5.9,2.9,5.7,21.1,1
676,49013,21.4,92.3,95.9,0.4,0.5,0.6,4,0
677,49100,20.6,88.8,73.8,10.3,0.8,4.1,21.2,0
678,49141,18.4,81.3,77.8,19,0.4,0.6,3.7,0
679,49160,19.5,88.6,77.1,10,0.6,1.7,16.3,0
680,49186,22.1,67.5,48,7.3,1.2,8.5,70.5,0
681,49244,15.2,92.6,24.9,70.3,0.2,1.7,1.3,0
682,49283,16.3,88.1,76.9,14.9,0.2,2.5,8.3,0
683,49303,14.8,82.6,85.6,0.3,0.2,0.9,29.8,0
684,49316,17.4,80.4,68.7,0.8,0.9,6.9,36.4,0
685,49338,17.7,92.5,87.4,7.2,0.4,2.6,2.4,0
686,49366,16.9,70.1,52.7,5.2,1.2,9.3,70.2,0
687,49435,13.7,79.7,81.3,11,0.9,1.7,5,0
688,49453,16.9,76.4,67,14.2,0.7,1.7,38,0
689,49498,17.8,83.5,81.3,14.9,0.4,0.5,4.1,0
690,49578,17.6,88.1,74.6,4.1,1.4,7.8,14.2,0
691,49604,15.4,80.7,59,21.8,0.8,3.2,31.6,0
692,49612,14.6,89.6,70.1,15.4,0.4,6.6,8.5,0
693,49623,15.6,84.6,56.8,6.4,1.4,8.2,40,0
694,49716,17.3,55.5,52.6,1.1,1.5,3.8,71.7,0
695,49774,15.6,79.8,5.9,81.9,0.4,0.7,14.6,0
696,49813,15,87.2,74.3,16.3,0.4,2,18.4,0
697,49840,20.2,59.5,45.8,2,1.3,6.3,75,0
698,49840,15.9,93.1,86,3.8,0.8,3.8,6.3,0
699,49868,19.5,90.8,75.8,18.5,0.2,2.2,2,0
700,49868,10.3,72.3,79.4,2.1,0.7,0.8,73.7,0
701,49896,16.7,88,73.1,13.7,0.8,2.4,13.1,2
702,49924,9.6,93.8,90.6,1.2,2.1,3.1,2.8,0
703,50047,15.4,89.9,80.3,3.3,0.9,3.3,16.5,1
704,50052,22.6,87.5,58.9,30.2,0.3,2.6,11,0
705,50077,15.7,89,49,40.7,0.5,2.7,7.5,0
706,50136,17.8,85.5,65.7,28,0.2,1.8,9.5,0
707,50165,12,89.7,74.5,14.7,0.4,3.8,6.5,0
708,50202,17.5,83.3,62.1,11.1,0.7,6.1,31.5,2
709,50205,22.1,75.5,49.8,9.6,0.7,11.3,48.5,2
710,50225,19.8,76,66.6,2.3,1,1.9,61.6,0
711,50232,6.4,90.6,97.4,0.2,0.2,0.5,1.1,0
712,50280,15.7,91,79,3.1,8.7,1.4,5.9,0
713,50420,10.5,81.4,87.8,4,0.6,4.8,4,0
714,50420,19.2,87.1,42.5,41,0.5,5.1,14.2,1
715,50433,21.2,58.7,56.2,1.7,1.8,5.1,70.4,0
716,50438,14.8,90.2,82.2,0.4,6.7,0.6,3.3,0
717,50440,11.2,89.8,93,2.3,0.2,1.9,3.6,0
718,50441,19.6,83,52.4,21,0.8,1.9,39.7,0
719,50525,19.5,73.7,61.5,2.4,1,2.2,67.8,1
720,50536,14.2,90.4,88.2,4.3,0.3,1.5,19.5,0
721,50536,14.7,82,96,0,3.2,0,2.4,0
722,50554,16,88.3,63.8,5.5,1.1,17.3,13.3,0
723,50577,6.7,87.6,78.4,10.2,1.2,0.6,21.2,0
724,50601,17.8,76.9,63.5,3.3,1.2,4.2,48.4,0
725,50609,11.4,92.3,90.2,1.2,1.1,1.2,5.9,0
726,50626,14.8,89.7,80.9,2.9,1,5,10.4,1
727,50649,18.5,78.3,57.6,2.5,1.4,17.2,28.4,0
728,50658,17.5,81.4,80.9,4.3,0.6,1.8,59.7,0
729,50675,18,89.2,87.8,0.6,3.4,0.2,18.8,0
730,50701,10.9,81.8,74.5,1.2,1.6,0.4,51.8,0
731,50737,17.6,85.7,78.9,1,2.1,1.4,48.7,0
732,50739,22,83.4,45,14.6,1.1,18.3,26.9,1
733,50762,14.9,79.8,62.8,14.3,0.4,4.8,21.1,0
734,50767,8.5,91.7,69.3,26.8,0.2,0.8,2,0
735,50778,20.7,85.9,62.6,31,0.3,1.5,13.7,0
736,50899,18.7,73.6,60.4,2.5,1,6.1,48.9,0
737,50952,15.3,84.6,24.3,63.4,0.5,1.8,14.3,0
738,50971,19.7,67.4,44,16.4,1.1,2.3,67.6,0
739,50972,15.8,93.2,95.6,0.7,0.6,0.5,2.2,0
740,51012,12.8,92.8,89.6,0.8,4.4,0.7,5.2,1
741,51032,7.3,93.9,95.4,0.9,0.3,1.1,3.8,0
742,51042,15.2,87,82.5,2.3,3.5,0.4,11.8,0
743,51067,10.6,88.4,81.8,2.4,8.8,0.6,3.4,0
744,51097,13.5,85.6,77.4,1.9,1.3,1,42.5,0
745,51144,18,87.6,97.6,0.3,0.1,0.2,0.7,0
746,51149,9.8,91.4,88.6,2.3,0.7,3.9,8.4,0
747,51250,8.2,95.9,98.3,0,0.2,0,1.9,0
748,51250,7.9,90.5,99.5,0,0.5,0,1,0
749,51275,15.5,67.5,78.7,1.1,1.1,0.2,61.8,0
750,51303,11.8,87.9,93.3,3.2,0.2,0.8,1.9,0
751,51375,11.7,83.5,80.5,12.6,0.4,1.1,6.6,0
752,51401,17.5,81.2,69.8,1.7,0.9,5.6,36.4,0
753,51429,13.5,85.1,12.4,0.2,0.2,52,8.7,0
754,51450,19.7,64.5,66.9,2.4,1.5,0.4,64.3,0
755,51480,21.9,88.6,63.8,18.6,2,5.6,10.5,1
756,51542,9.4,90.8,96.4,0.7,0.2,0.2,2,0
757,51603,8.6,90.9,98.1,0.2,0.4,0.5,2.1,0
758,51661,18.1,86.5,78.5,1.7,0.8,2.4,24.2,0
759,51667,6.6,72.6,84.8,0.8,0.7,0.1,48.1,0
760,51708,7.9,92.8,93.6,3.1,0.1,1.5,1.3,0
761,51762,16.5,91,64.2,22.6,0.4,2.8,10.7,0
762,51778,11.4,87,88.8,6,0.5,0.9,4.5,0
763,51806,4.4,91.5,96.7,0.5,0.5,0.1,1.4,0
764,51860,23.2,73,57.8,4.1,1.3,3,53.5,0
765,51927,9.9,92.5,55.2,32.3,0.3,6,9.9,0
766,51938,14.1,92.3,71.7,14.4,0.4,4.2,17.8,0
767,51958,16.3,87.5,76,17,0.5,1.6,6.3,0
768,51970,17.2,76.3,57.5,14.5,0.8,9.4,37.8,0
769,52042,18,87.6,64.9,11.2,1.8,8.2,11.3,1
770,52066,11.7,94.9,94.8,1.4,0.4,0.4,2.2,0
771,52154,15.1,79.7,53.1,12.3,0.9,14,41.1,1
772,52157,21.3,82.7,64.5,2.1,1.4,5.4,46,0
773,52166,16.4,87.7,72.1,2,2.5,0.8,57.9,0
774,52179,15.7,94.5,87.4,0.5,2.8,1.1,12.8,0
775,52253,22.1,54.8,45.9,1.5,1,10.5,78.2,1
776,52392,21.3,74.2,49,14.8,0.9,4.3,54.4,0
777,52421,13.8,89,80,10.4,0.3,3.3,12.6,0
778,52494,12.1,90.9,86.8,4.2,2.7,1.8,4.4,0
779,52511,16.6,78.2,47.4,19.9,0.8,6.3,38.8,0
780,52530,17.2,89.3,60.4,10.1,1,12.1,19.7,0
781,52571,12.8,90.5,87.6,7,0.3,1.2,8.7,0
782,52574,14.6,84.4,71.1,1.3,0.3,16.4,17.4,0
783,52621,11.2,85.4,83.7,12,0.8,0.6,2.5,0
784,52656,28.2,98.1,95.5,0.9,0,1.2,1.2,0
785,66828,5,95.5,89.8,4.4,0.2,1.8,4.3,0
786,52697,21.5,100,92.8,0.9,1.5,0.2,13.8,0
787,52736,2.4,99.1,62.4,31.9,0,0.8,7.4,0
788,52752,13,92.5,95.8,1.6,0.3,0.6,1.2,0
789,52783,20.6,79.4,46.1,13.5,0.7,12.9,40.8,2
790,52785,16.4,90.8,75.4,15.1,0.9,1.8,8.1,0
791,52795,13,85.5,74.5,2.6,1.2,5.9,26.3,0
792,52824,18,64.3,63,0.5,1.6,0.7,79.5,0
793,52989,12.5,95.2,91.3,0.5,0.8,1.2,8.2,0
794,53011,15.3,86.5,61.1,15.7,1,4.9,28.7,1
795,53058,12.4,82.1,87.2,5,0.3,1,5.5,0
796,53080,9.6,90.7,62.5,25.6,0.3,3.5,12.4,0
797,53082,14.3,84.3,67.5,22.6,0.7,3.4,6.2,0
798,53125,12.8,88.9,93.6,0.9,0.1,0.9,9.9,0
799,53135,17.6,77.7,57.6,3.2,1.2,8.7,67.6,1
800,53169,11.8,88.5,86.1,9.9,0.2,0.7,3.5,0
801,53206,16.9,81.4,80.1,0.3,1.2,0.9,23.4,0
802,53214,18.8,80.8,61.1,18.9,0.6,3.7,34.1,2
803,53326,17.5,84.7,59,18.8,0.7,6.8,27.4,1
804,53373,20.6,80.3,44,25.5,0.7,12.7,28.6,2
805,53566,6.2,94.4,93.2,1.5,0.4,0.8,4.8,0
806,53581,12.3,93.5,88,5.6,0.3,2.2,3.3,0
807,53582,15.8,80.7,28.3,1.5,0.6,52.9,34.4,0
808,53588,11.9,92.3,87.5,1.7,0.7,5.9,5,0
809,53617,17.7,93.3,83.7,2,1.1,6,6.3,0
810,53637,17.3,86.1,68.9,10.2,1.4,3.4,31.8,2
811,53637,16.8,88.4,50,35,0.5,5,13.1,2
812,53690,10,92.2,94.3,0.7,0.6,1.1,5.8,0
813,53712,18.2,83.3,63.5,5.9,1.5,9.9,20.7,0
814,53730,16.3,88.2,83.6,7.3,0.4,0.9,16.4,0
815,53732,9.7,91.6,91.5,4.1,0.1,1.4,1.6,0
816,53788,12.8,85.5,80.9,5.6,0.7,2.3,20.1,0
817,53851,20.7,75,52.4,11.1,1,7.4,48.1,0
818,53851,17.5,85,76,15.1,0.3,2.6,5.9,1
819,53939,18.3,92.5,17.6,0.5,0.3,34.3,10.4,1
820,54040,11,95.8,86.9,4.9,0.4,3.8,3.1,0
821,54114,18.1,70.6,51,6.4,1,5.2,69,1
822,54125,16.4,91.6,96.3,0.7,0.3,0.4,2.4,0
823,54134,10.8,94,93.7,1.3,0.7,1.4,3.8,0
